,Program Name,Course Code,CRN,Subject,Course Number,Section,Title,Type,Day(s),Time,Room,Instructor(s)
0,Anthropology,ANTH 1120,20290,ANTH,1120,001,Intro to Cultural Anthropology,Lecture,-T-R---,1230-1420,A122B,Katharine McEwen
1,Anthropology,ANTH 1120,20293,ANTH,1120,W01,Intro to Cultural Anthropology,WWW,-------,-,WWW,Adam Solomonian
2,Anthropology,ANTH 1221,20736,ANTH,1221,F01,Field Techniques Archaeology,Lecture,M------,1030-1220,A235,Eric Simons
3,Anthropology,ANTH 1221,20736,ANTH,1221,F01,Field Techniques Archaeology,Field School,----F--,1030-1620,OFFC,Eric Simons
4,Anthropology,ANTH 1221,20736,ANTH,1221,F01,Field Techniques Archaeology,Lab,--W----,1030-1220,A235,Eric Simons
5,Anthropology,ANTH 1222,20737,ANTH,1222,F01,Fld Mthds Archaeology:Lab Anly,Lecture,M------,1430-1620,A235,Katharine McEwen
6,Anthropology,ANTH 1222,20737,ANTH,1222,F01,Fld Mthds Archaeology:Lab Anly,Lecture,--W----,1430-1620,A235,Katharine McEwen
7,Anthropology,ANTH 1223,20738,ANTH,1223,F01,Mthds in Archaelgy:Geosptl Ana,Lecture,M------,1230-1420,A235,Eric Simons
8,Anthropology,ANTH 1223,20738,ANTH,1223,F01,Mthds in Archaelgy:Geosptl Ana,Field School,----F--,1030-1620,OFFC,Eric Simons
9,Anthropology,ANTH 1223,20738,ANTH,1223,F01,Mthds in Archaelgy:Geosptl Ana,Lab,--W----,1230-1420,A235,Eric Simons
10,Anthropology,ANTH 1400,20357,ANTH,1400,001,Forensic Anthropology,Lecture,-T-R---,1430-1620,A235,Katharine McEwen
11,Anthropology,ANTH 2270,20358,ANTH,2270,001,Anthropology of Food,Lecture,M-W----,1030-1220,A338,Adam Solomonian
12,Applied Planning,APPL 5310,20564,APPL,5310,M01,Advanced Planning Methods,Lecture,---R---,1800-2050,A255,Matthew Bourke
13,Applied Planning,APPL 5310,20564,APPL,5310,M01,Advanced Planning Methods,Lecture,-------,-,WWW,Matthew Bourke
14,Applied Planning,APPL 5320,20565,APPL,5320,M01,3D Computer Apps in Planning,Lecture,-T-----,1800-2050,A362,. TBA
15,Applied Planning,APPL 5320,20565,APPL,5320,M01,3D Computer Apps in Planning,Lecture,-------,-,WWW,. TBA
16,Applied Planning,APPL 5330,20566,APPL,5330,M01,Plan Studio: Sustainability,Lecture,--W----,1800-2050,A272,Eric Aderneck
17,Applied Planning,APPL 5330,20566,APPL,5330,M01,Plan Studio: Sustainability,Lecture,-------,-,WWW,Eric Aderneck
18,Applied Planning,APPL 5340,20567,APPL,5340,M01,Major Project,Lecture,M------,1800-2050,A272,Kathryn Nairne
19,Applied Planning,APPL 5340,20567,APPL,5340,M01,Major Project,Lecture,-------,-,WWW,Kathryn Nairne
20,Applied Planning,APPL 5595,20568,APPL,5595,M01,Special Topics V,Lecture,----F--,0900-1550,A274,Eric Aderneck
21,Applied Planning,APPL 5595,20568,APPL,5595,M01,Special Topics V,Lecture,-------,-,WWW,Eric Aderneck
22,Applied Social Sciences and Hu,DASH 2199,20702,DASH,2199,W01,Applied Project,WWW,-------,-,WWW,Colin Mills
23,Art History,AHIS 1113,20080,AHIS,1113,W01,Nineteenth Century Art History,WWW,-------,-,WWW,Anne Kristiansen
24,Art History,AHIS 1301,20081,AHIS,1301,A01,Modern Art I,Lecture,-T-R---,1430-1720,B021,Geoffrey Carr
25,Art History,AHIS 1317,20228,AHIS,1317,AW1,Cultural Heritage in Crisis,WWW,-------,-,WWW,Anne Kristiansen
26,Art History,AHIS 2250,20229,AHIS,2250,A01,Intro to Crit and Cult Theory,Lecture,-T-R---,1030-1320,B021,Geoffrey Carr
27,Asian Studies,ASIA 1120,20677,ASIA,1120,AF1,Religions of the East,Lecture,MTWR---,1030-1220,A308,Benjamin Wood
28,Asian Studies,ASIA 1120,20677,ASIA,1120,AF1,Religions of the East,Field School,-------,-,OFFC,Benjamin Wood
29,Asian Studies,ASIA 1120,20396,ASIA,1120,W01,Religions of the East,WWW,M------,1430-1620,WWW,Todd Klaiman
30,Asian Studies,ASIA 1120,20396,ASIA,1120,W01,Religions of the East,WWW,-------,-,WWW,Todd Klaiman
31,Asian Studies,ASIA 1130,20398,ASIA,1130,001,Intro to Southeast Asia,Lecture,-T-R---,1430-1620,A346,Todd Klaiman
32,Asian Studies,ASIA 1135,20675,ASIA,1135,AF1,Intro to East Asia (Japan),Lecture,MTWR---,1330-1520,A308,Nariko Takayanagi
33,Asian Studies,ASIA 1135,20675,ASIA,1135,AF1,Intro to East Asia (Japan),Field School,-------,-,OFFC,Nariko Takayanagi
34,Asian Studies,ASIA 1140,20492,ASIA,1140,AF1,Cross-Cultural Perspectives I,Lecture,MTWRF--,1230-1420,A210,Avram Agov
35,Asian Studies,ASIA 1140,20492,ASIA,1140,AF1,Cross-Cultural Perspectives I,Field School,-------,-,OFFC,Avram Agov
36,Asian Studies,ASIA 1140,20678,ASIA,1140,AF2,Cross-Cultural Perspectives I,Lecture,MTWR---,1030-1220,A308,Nariko Takayanagi
37,Asian Studies,ASIA 1140,20678,ASIA,1140,AF2,Cross-Cultural Perspectives I,Field School,-------,-,OFFC,Nariko Takayanagi
38,Asian Studies,ASIA 1240,20679,ASIA,1240,AF1,Cross-Cultural Perspectives II,Lecture,MTWR---,1030-1220,A308,Nariko Takayanagi
39,Asian Studies,ASIA 1240,20679,ASIA,1240,AF1,Cross-Cultural Perspectives II,Field School,-------,-,OFFC,Nariko Takayanagi
40,Asian Studies,ASIA 2115,20676,ASIA,2115,AF1,Japanese Society and Culture,Lecture,MTWR---,1530-1720,A308,Nariko Takayanagi
41,Asian Studies,ASIA 2115,20676,ASIA,2115,AF1,Japanese Society and Culture,Field School,-------,-,OFFC,Nariko Takayanagi
42,Asian Studies,ASIA 2260,20399,ASIA,2260,M01,Asian Mythology,Lecture,---R---,1230-1420,A346,Todd Klaiman
43,Asian Studies,ASIA 2260,20399,ASIA,2260,M01,Asian Mythology,Lecture,-------,-,WWW,Todd Klaiman
44,Asian Studies,ASIA 3386,20352,ASIA,3386,AF1,Asian Century: Modern Korea,Lecture,MTWRF--,1230-1420,WWW,Todd Klaiman
45,Asian Studies,ASIA 3386,20352,ASIA,3386,AF1,Asian Century: Modern Korea,Field School,-------,-,WWW,Todd Klaiman
46,Asian Studies,ASIA 3396***NEW COURSE***,20782,ASIA,3396,AF1,Contmpy Korean Cultr and Socty,Lecture,MTWRF--,1230-1420,A210,Avram Agov
47,Asian Studies,ASIA 3396***NEW COURSE***,20782,ASIA,3396,AF1,Contmpy Korean Cultr and Socty,Field School,-------,-,OFFC,Avram Agov
48,Biology,BIOL 1111,20003,BIOL,1111,001,Cncpts in Biol: Intro Hum Bio,Lecture,M--R---,0830-1020,L208,Stephanie Cheung
49,Biology,BIOL 1111,20003,BIOL,1111,001,Cncpts in Biol: Intro Hum Bio,Lab,-T-----,0830-1020,T441,Stephanie Cheung
50,Biology,BIOL 1111,20004,BIOL,1111,002,Cncpts in Biol: Intro Hum Bio,Lecture,--W-F--,1030-1220,A347,Joanna Woltosz
51,Biology,BIOL 1111,20004,BIOL,1111,002,Cncpts in Biol: Intro Hum Bio,Lab,-T-----,1030-1220,T441,Joanna Woltosz
52,Biology,BIOL 1111,20005,BIOL,1111,003,Cncpts in Biol: Intro Hum Bio,Lecture,---RF--,1230-1420,A338,Mario Moniz de Sa
53,Biology,BIOL 1111,20005,BIOL,1111,003,Cncpts in Biol: Intro Hum Bio,Lab,-T-----,1230-1420,T441,Mario Moniz de Sa
54,Biology,BIOL 1111,20006,BIOL,1111,004,Cncpts in Biol: Intro Hum Bio,Lecture,---RF--,1430-1620,L305,Stephanie Cheung
55,Biology,BIOL 1111,20006,BIOL,1111,004,Cncpts in Biol: Intro Hum Bio,Lab,-T-----,1430-1620,T441,Stephanie Cheung
56,Biology,BIOL 1111,20007,BIOL,1111,005,Cncpts in Biol: Intro Hum Bio,Lecture,-T-R---,0830-1020,L305,Joanna Woltosz
57,Biology,BIOL 1111,20007,BIOL,1111,005,Cncpts in Biol: Intro Hum Bio,Lab,--W----,0830-1020,T441,Joanna Woltosz
58,Biology,BIOL 1111,20008,BIOL,1111,006,Cncpts in Biol: Intro Hum Bio,Lecture,-T--F--,1030-1220,A338,Vinicius Cavicchioli Azevedo
59,Biology,BIOL 1111,20008,BIOL,1111,006,Cncpts in Biol: Intro Hum Bio,Lab,--W----,1030-1220,T441,Vinicius Cavicchioli Azevedo
60,Biology,BIOL 1111,20009,BIOL,1111,007,Cncpts in Biol: Intro Hum Bio,Lecture,-T-R---,1430-1620,L215,Kyra Janot
61,Biology,BIOL 1111,20009,BIOL,1111,007,Cncpts in Biol: Intro Hum Bio,Lab,--W----,1430-1620,T441,Kyra Janot
62,Biology,BIOL 1111,20010,BIOL,1111,008,Cncpts in Biol: Intro Hum Bio,Lecture,--W-F--,1030-1220,A348,Kyra Janot
63,Biology,BIOL 1111,20010,BIOL,1111,008,Cncpts in Biol: Intro Hum Bio,Lab,---R---,1030-1220,T441,Kyra Janot
64,Biology,BIOL 1111,20011,BIOL,1111,009,Cncpts in Biol: Intro Hum Bio,Lecture,M---F--,1230-1420,L207,Ido Hatam
65,Biology,BIOL 1111,20011,BIOL,1111,009,Cncpts in Biol: Intro Hum Bio,Lab,---R---,1230-1420,T441,Ido Hatam
66,Biology,BIOL 1115,20013,BIOL,1115,001,General Biology I,Lecture,--W-F--,1030-1220,L215,Kimberly Hruska
67,Biology,BIOL 1115,20013,BIOL,1115,001,General Biology I,Lab,-T-----,1030-1220,T444,Kimberly Hruska
68,Biology,BIOL 1115,20014,BIOL,1115,002,General Biology I,Lecture,M--R---,1230-1420,L215,Vinicius Cavicchioli Azevedo
69,Biology,BIOL 1115,20014,BIOL,1115,002,General Biology I,Lab,-T-----,1230-1420,T444,Vinicius Cavicchioli Azevedo
70,Biology,BIOL 1115,20015,BIOL,1115,003,General Biology I,Lecture,--W-F--,1430-1620,L207,Vinicius Cavicchioli Azevedo
71,Biology,BIOL 1115,20015,BIOL,1115,003,General Biology I,Lab,-T-----,1430-1620,T444,Vinicius Cavicchioli Azevedo
72,Biology,BIOL 1115,20016,BIOL,1115,004,General Biology I,Lecture,-T-R---,0830-1020,L215,Nora Saona
73,Biology,BIOL 1115,20016,BIOL,1115,004,General Biology I,Lab,--W----,0830-1020,T444,Nora Saona
74,Biology,BIOL 1115,20018,BIOL,1115,005,General Biology I,Lecture,-T-R---,1030-1220,L305,Mario Moniz de Sa
75,Biology,BIOL 1115,20018,BIOL,1115,005,General Biology I,Lab,--W----,1030-1220,T444,Mario Moniz de Sa
76,Biology,BIOL 1115,20019,BIOL,1115,006,General Biology I,Lecture,-T--F--,1430-1620,A255,Joanna Woltosz
77,Biology,BIOL 1115,20019,BIOL,1115,006,General Biology I,Lab,--W----,1430-1620,T444,Joanna Woltosz
78,Biology,BIOL 1115,20021,BIOL,1115,007,General Biology I,Lecture,-T--F--,0830-1020,L208,Mario Moniz de Sa
79,Biology,BIOL 1115,20021,BIOL,1115,007,General Biology I,Lab,---R---,0830-1020,T444,Mario Moniz de Sa
80,Biology,BIOL 1190,20024,BIOL,1190,001,Hlt Sci I-Human Anat & Phy I,Lecture,MT-----,1030-1220,L208,Garyen Chong
81,Biology,BIOL 1190,20024,BIOL,1190,001,Hlt Sci I-Human Anat & Phy I,Lab,-T-----,0830-1020,T434,Garyen Chong
82,Biology,BIOL 1190,20026,BIOL,1190,002,Hlt Sci I-Human Anat & Phy I,Lecture,--W-F--,1030-1220,A363B,Han Qi Zhao
83,Biology,BIOL 1190,20026,BIOL,1190,002,Hlt Sci I-Human Anat & Phy I,Lab,-T-----,1030-1220,T434,Han Qi Zhao
84,Biology,BIOL 1190,20028,BIOL,1190,003,Hlt Sci I-Human Anat & Phy I,Lecture,---RF--,1230-1420,L305,Han Qi Zhao
85,Biology,BIOL 1190,20028,BIOL,1190,003,Hlt Sci I-Human Anat & Phy I,Lab,-T-----,1230-1420,T434,Han Qi Zhao
86,Biology,BIOL 1190,20031,BIOL,1190,004,Hlt Sci I-Human Anat & Phy I,Lecture,--W-F--,1430-1620,L215,Linda Chang
87,Biology,BIOL 1190,20031,BIOL,1190,004,Hlt Sci I-Human Anat & Phy I,Lab,-T-----,1430-1620,T434,Linda Chang
88,Biology,BIOL 1190,20034,BIOL,1190,005,Hlt Sci I-Human Anat & Phy I,Lecture,---RF--,0830-1020,L207,Garyen Chong
89,Biology,BIOL 1190,20034,BIOL,1190,005,Hlt Sci I-Human Anat & Phy I,Lab,--W----,0830-1020,T434,Garyen Chong
90,Biology,BIOL 1191,20037,BIOL,1191,001,Hlt Sci II-Human Anat & Phy II,Lecture,-T--F--,0830-1020,A284,Rebecca Ko
91,Biology,BIOL 1191,20037,BIOL,1191,001,Hlt Sci II-Human Anat & Phy II,Lab,---R---,0830-1020,T434,Rebecca Ko
92,Biology,BIOL 1191,20038,BIOL,1191,002,Hlt Sci II-Human Anat & Phy II,Lecture,--W-F--,1030-1220,A284,Garyen Chong
93,Biology,BIOL 1191,20038,BIOL,1191,002,Hlt Sci II-Human Anat & Phy II,Lab,---R---,1030-1220,T434,Garyen Chong
94,Biology,BIOL 1191,20043,BIOL,1191,003,Hlt Sci II-Human Anat & Phy II,Lecture,-T--F--,1230-1420,L215,Rebecca Ko
95,Biology,BIOL 1191,20043,BIOL,1191,003,Hlt Sci II-Human Anat & Phy II,Lab,---R---,1230-1420,T434,Rebecca Ko
96,Biology,BIOL 1191,20046,BIOL,1191,004,Hlt Sci II-Human Anat & Phy II,Lecture,-TW----,1430-1620,L305,Han Qi Zhao
97,Biology,BIOL 1191,20046,BIOL,1191,004,Hlt Sci II-Human Anat & Phy II,Lab,---R---,1430-1620,T434,Han Qi Zhao
98,Biology,BIOL 1215,20049,BIOL,1215,001,General Biology II,Lecture,---RF--,1030-1220,L342,Nora Saona
99,Biology,BIOL 1215,20049,BIOL,1215,001,General Biology II,Lab,-T-----,1030-1220,T436,Nora Saona
100,Biology,BIOL 1215,20052,BIOL,1215,002,General Biology II,Lecture,---RF--,1230-1420,A348,Kyra Janot
101,Biology,BIOL 1215,20052,BIOL,1215,002,General Biology II,Lab,-T-----,1230-1420,T436,Kyra Janot
102,Biology,BIOL 1215,20054,BIOL,1215,003,General Biology II,Lecture,---RF--,1430-1620,L208,Nora Saona
103,Biology,BIOL 1215,20054,BIOL,1215,003,General Biology II,Lab,-T-----,1430-1620,T436,Nora Saona
104,Biology,BIOL 2192,20056,BIOL,2192,001,Hlth Sci III:Pathophysiology I,Lecture,M---F--,1230-1420,T001,Julia Wong
105,Biology,BIOL 2192,20477,BIOL,2192,002,Hlth Sci III:Pathophysiology I,Lecture,M---F--,1230-1420,T001,Julia Wong
106,Biology,BIOL 2192,20058,BIOL,2192,003,Hlth Sci III:Pathophysiology I,Lecture,M---F--,1030-1220,L207,Julia Wong
107,Biology,BIOL 2292,20060,BIOL,2292,001,Hlt Sci IV:Pathophysiology II,Lecture,M------,0830-1020,A136B,Rebecca Ko
108,Biology,BIOL 2292,20060,BIOL,2292,001,Hlt Sci IV:Pathophysiology II,Lecture,---R---,1030-1220,T530,Rebecca Ko
109,Biology,BIOL 2292,20478,BIOL,2292,002,Hlt Sci IV:Pathophysiology II,Lecture,M------,0830-1020,A136B,Rebecca Ko
110,Biology,BIOL 2292,20478,BIOL,2292,002,Hlt Sci IV:Pathophysiology II,Lecture,---R---,1030-1220,T530,Rebecca Ko
111,Biology,BIOL 2315,20073,BIOL,2315,001,Biochemistry,Lecture,M---F--,1030-1220,T513,Stephanie Cheung
112,Biology,BIOL 2315,20073,BIOL,2315,001,Biochemistry,Lab,---R---,1030-1220,T450,Stephanie Cheung
113,Biology,BIOL 2330,20061,BIOL,2330,001,Introduction to Genetics,Lecture,MT-RF--,1230-1320,L342,Yukino Nitta
114,Biology,BIOL 2330,20061,BIOL,2330,001,Introduction to Genetics,Lab,---R---,1030-1220,T415,Yukino Nitta
115,Biology,BIOL 2330,20062,BIOL,2330,002,Introduction to Genetics,Lecture,MT-RF--,1330-1420,L342,Yukino Nitta
116,Biology,BIOL 2330,20062,BIOL,2330,002,Introduction to Genetics,Lab,---R---,1430-1620,T415,Yukino Nitta
117,Biology,BIOL 2370,20065,BIOL,2370,001,Microbiology I,Lecture,MT-RF--,0930-1020,T513,Ido Hatam
118,Biology,BIOL 2370,20065,BIOL,2370,001,Microbiology I,Lab,-T-----,1030-1220,T415,Ido Hatam
119,Biology,BIOL 2380,20068,BIOL,2380,001,Introduction to Ecology,Lecture,-T-----,1430-1620,L342,Kimberly Hruska
120,Biology,BIOL 2380,20068,BIOL,2380,001,Introduction to Ecology,Lecture,--W----,1430-1620,L304,Kimberly Hruska
121,Biology,BIOL 2380,20068,BIOL,2380,001,Introduction to Ecology,Lab,---R---,1430-1720,T430,Kimberly Hruska
122,Biology,BIOL 2415,20070,BIOL,2415,001,Cell Biology,Lecture,MT-RF--,0930-1020,L342,Linda Chang
123,Biology,BIOL 2415,20070,BIOL,2415,001,Cell Biology,Lab,-T-----,1030-1320,T430,Linda Chang
124,Biology,BIOL 2415,20071,BIOL,2415,002,Cell Biology,Lecture,MT-RF--,0830-0920,L342,Linda Chang
125,Biology,BIOL 2415,20071,BIOL,2415,002,Cell Biology,Lab,--W----,0930-1220,T430,Linda Chang
126,Business Computer Applications,BCAP 1200,20092,BCAP,1200,001,Business Computer Applns I,Lecture,-T-R---,0830-1020,L103,Gordon Chan
127,Business Computer Applications,BCAP 1200,20094,BCAP,1200,002,Business Computer Applns I,Lecture,-T-R---,1430-1620,L103,Bhavneet Sidhu
128,Business Computer Applications,BCAP 1200,20095,BCAP,1200,003,Business Computer Applns I,Lecture,M-W----,1630-1820,L103,Anu Kumar
129,Business Computer Applications,BCAP 1200,20096,BCAP,1200,004,Business Computer Applns I,Lecture,M-W----,1030-1220,L103,Anu Kumar
130,Business Computer Applications,BCAP 1200,20097,BCAP,1200,005,Business Computer Applns I,Lecture,M-W----,1230-1420,L103,Anu Kumar
131,Business Computer Applications,BCAP 1200,20098,BCAP,1200,006,Business Computer Applns I,Lecture,--W----,1830-2120,L103,Bhavneet Sidhu
132,Business Computer Applications,BCAP 1200,20099,BCAP,1200,W01,Business Computer Applns I,WWW,-T-----,1030-1220,WWW,Anu Kumar
133,Business Computer Applications,BCAP 1200,20099,BCAP,1200,W01,Business Computer Applns I,WWW,-------,-,WWW,Anu Kumar
134,Business Computer Applications,BCAP 1200,20100,BCAP,1200,W02,Business Computer Applns I,WWW,-T-----,1630-1820,WWW,Jisha Jameson
135,Business Computer Applications,BCAP 1200,20100,BCAP,1200,W02,Business Computer Applns I,WWW,-------,-,WWW,Jisha Jameson
136,Business Computer Applications,BCAP 1200,20101,BCAP,1200,W03,Business Computer Applns I,WWW,--W----,1230-1420,WWW,Jisha Jameson
137,Business Computer Applications,BCAP 1200,20101,BCAP,1200,W03,Business Computer Applns I,WWW,-------,-,WWW,Jisha Jameson
138,Business Computer Applications,BCAP 1200,20102,BCAP,1200,W04,Business Computer Applns I,WWW,---R---,1030-1220,WWW,Jisha Jameson
139,Business Computer Applications,BCAP 1200,20102,BCAP,1200,W04,Business Computer Applns I,WWW,-------,-,WWW,Jisha Jameson
140,Business Computer Applications,BCAP 1200,20103,BCAP,1200,W05,Business Computer Applns I,WWW,-------,-,WWW,Jisha Jameson
141,Business Computer Applications,BCAP 1200,20104,BCAP,1200,W06,Business Computer Applns I,WWW,-------,-,WWW,Gordon Chan
142,Business Computer Applications,BCAP 3100,20105,BCAP,3100,001,Business Computer Aplctns II,Lecture,--W----,1830-2120,L104,Gordon Chan
143,Business Computer Applications,BCAP 3200,20108,BCAP,3200,W01,Business Information Systems,WWW,-------,-,WWW,Areez Elavia
144,Business Computer Applications,BCAP 4820,20109,BCAP,4820,M01,Business Information Systems,Lecture,-T-----,1030-1220,L104,Bhavneet Sidhu
145,Business Computer Applications,BCAP 4820,20109,BCAP,4820,M01,Business Information Systems,Lecture,-------,-,WWW,Bhavneet Sidhu
146,Business Management,BUSM 1100,20385,BUSM,1100,001,Intro to Business in Canada,Lecture,M-W----,0830-1020,B245,Adrienne Petersohn
147,Business Management,BUSM 1100,20386,BUSM,1100,002,Intro to Business in Canada,Lecture,-T-R---,0830-1020,B245,Adrienne Petersohn
148,Business Management,BUSM 1100,20387,BUSM,1100,003,Intro to Business in Canada,Lecture,----F--,0930-1220,B245,Jason Wong
149,Business Management,BUSM 1100,20388,BUSM,1100,004,Intro to Business in Canada,Lecture,-T-R---,1630-1820,B245,Ivan Surjanovic
150,Business Management,BUSM 1100,20791,BUSM,1100,005,Intro to Business in Canada,Lecture,M-W----,1230-1420,B246,Derek Hodgkinson
151,Business Management,BUSM 1100,20395,BUSM,1100,W01,Intro to Business in Canada,WWW,-------,-,WWW,Hong Chow
152,Business Management,BUSM 1115,20397,BUSM,1115,001,Entrepreneurship,Lecture,M-W----,0830-1020,B251,Frederica Jensen
153,Business Management,BUSM 1115,20400,BUSM,1115,A01,Entrepreneurship,Lecture,-T-R---,0930-1220,B247,Sze-Ching Yip
154,Business Management,BUSM 1285,20401,BUSM,1285,001,Business Law,Lecture,---R---,1830-2120,B247,Brian Fixter
155,Business Management,BUSM 1285,20402,BUSM,1285,M01,Business Law,Lecture,--W----,1030-1220,B022,Shafik Bhalloo
156,Business Management,BUSM 1285,20402,BUSM,1285,M01,Business Law,Lecture,-------,-,WWW,Shafik Bhalloo
157,Business Management,BUSM 1285,20403,BUSM,1285,M02,Business Law,Lecture,-T-----,1430-1620,B023,Shafik Bhalloo
158,Business Management,BUSM 1285,20403,BUSM,1285,M02,Business Law,Lecture,-------,-,WWW,Shafik Bhalloo
159,Business Management,BUSM 1500,20408,BUSM,1500,001,Business Presentation Skills,Lecture,M-W----,0830-1020,B252,Ron Velin
160,Business Management,BUSM 1500,20411,BUSM,1500,003,Business Presentation Skills,Lecture,-T-R---,1030-1220,B245,Lucinda Atwood
161,Business Management,BUSM 1500,20412,BUSM,1500,004,Business Presentation Skills,Lecture,M-W----,1030-1220,B245,Christa Giampa
162,Business Management,BUSM 1500,20414,BUSM,1500,005,Business Presentation Skills,Lecture,M-W----,1230-1420,B252,Ron Velin
163,Business Management,BUSM 1500,20417,BUSM,1500,007,Business Presentation Skills,Lecture,-T-R---,1030-1220,B253,Gayle Hayashi
164,Business Management,BUSM 1500,20419,BUSM,1500,008,Business Presentation Skills,Lecture,-T-R---,1430-1620,B245,Lucinda Atwood
165,Business Management,BUSM 1500,20422,BUSM,1500,010,Business Presentation Skills,Lecture,M-W----,1630-1820,B245,Christa Giampa
166,Business Management,BUSM 1500,20792,BUSM,1500,011,Business Presentation Skills,Lecture,-T-R---,0830-1020,B254,Julie Hellmann
167,Business Management,BUSM 2115,20423,BUSM,2115,M01,Human Resources Management,Lecture,--W----,0830-1020,B253,Ritu Vinluan
168,Business Management,BUSM 2115,20423,BUSM,2115,M01,Human Resources Management,Lecture,-------,-,WWW,Ritu Vinluan
169,Business Management,BUSM 2115,20424,BUSM,2115,M02,Human Resources Management,Lecture,---R---,1830-2020,B245,Noel Genoway
170,Business Management,BUSM 2115,20424,BUSM,2115,M02,Human Resources Management,Lecture,-------,-,WWW,Noel Genoway
171,Business Management,BUSM 2115,20425,BUSM,2115,W01,Human Resources Management,WWW,-------,-,WWW,Ritu Vinluan
172,Business Management,BUSM 2200,20427,BUSM,2200,M01,Organizational Behaviour,Lecture,---R---,1430-1620,B023,Noel Genoway
173,Business Management,BUSM 2200,20427,BUSM,2200,M01,Organizational Behaviour,Lecture,-------,-,WWW,Noel Genoway
174,Business Management,BUSM 2200,20428,BUSM,2200,M02,Organizational Behaviour,Lecture,--W----,1030-1220,B023,Andrew Hiscox
175,Business Management,BUSM 2200,20428,BUSM,2200,M02,Organizational Behaviour,Lecture,-------,-,WWW,Andrew Hiscox
176,Business Management,BUSM 2200,20429,BUSM,2200,M03,Organizational Behaviour,Lecture,-T-----,1430-1620,B022,Noel Genoway
177,Business Management,BUSM 2200,20429,BUSM,2200,M03,Organizational Behaviour,Lecture,-------,-,WWW,Noel Genoway
178,Business Management,BUSM 2200,20430,BUSM,2200,W01,Organizational Behaviour,WWW,-------,-,WWW,Jehanne Burns
179,Business Management,BUSM 2450,20431,BUSM,2450,001,Business Planning,Lecture,--W----,1830-2120,B246,Frederica Jensen
180,Business Management,BUSM 3000,20168,BUSM,3000,001,Business Mngmt Prctcm,Practicum,-------,-,OFFC,Dionne Orrange
181,Business Management,BUSM 3200,20432,BUSM,3200,M01,Operations Management,Lecture,---R---,1630-1820,B247,You Bin Tan
182,Business Management,BUSM 3200,20432,BUSM,3200,M01,Operations Management,Lecture,-------,-,WWW,You Bin Tan
183,Business Management,BUSM 4100,20434,BUSM,4100,001,Project Management,Lecture,M------,1830-2120,L304,Derek Hodgkinson
184,Business Management,BUSM 4120,20435,BUSM,4120,W01,Organizations and Change,WWW,-------,-,WWW,Ritu Vinluan
185,Business Management,BUSM 4200,20436,BUSM,4200,001,Strategic Management,Lecture,--W----,1830-2120,B247,Andrew Hiscox
186,Business Management,BUSM 4300,20437,BUSM,4300,M01,Applied Business Project,Lecture,--W----,1630-1820,B246,Danielle Rockel
187,Business Management,BUSM 4300,20437,BUSM,4300,M01,Applied Business Project,Lecture,-------,-,WWW,Danielle Rockel
188,Business Management,BUSM 4800,20438,BUSM,4800,M01,Organizational Behaviour,Lecture,--W----,1430-1620,B245,Andrew Hiscox
189,Business Management,BUSM 4800,20438,BUSM,4800,M01,Organizational Behaviour,Lecture,-------,-,WWW,Andrew Hiscox
190,Business Management,BUSM 4800,20439,BUSM,4800,M02,Organizational Behaviour,Lecture,-T-----,1030-1220,B252,Noel Genoway
191,Business Management,BUSM 4800,20439,BUSM,4800,M02,Organizational Behaviour,Lecture,-------,-,WWW,Noel Genoway
192,Business Management,BUSM 4800,20440,BUSM,4800,M03,Organizational Behaviour,Lecture,--W----,0830-1020,B022,Jason Wong
193,Business Management,BUSM 4800,20440,BUSM,4800,M03,Organizational Behaviour,Lecture,-------,-,WWW,Jason Wong
194,Business Management,BUSM 4800,20441,BUSM,4800,M04,Organizational Behaviour,Lecture,--W----,1230-1420,B253,Jehanne Burns
195,Business Management,BUSM 4800,20441,BUSM,4800,M04,Organizational Behaviour,Lecture,-------,-,WWW,Jehanne Burns
196,Business Management,BUSM 4805,20442,BUSM,4805,M01,Professional Business Practice,Lecture,M------,0830-1020,B010,Lucinda Atwood
197,Business Management,BUSM 4805,20442,BUSM,4805,M01,Professional Business Practice,Lecture,-------,-,WWW,Lucinda Atwood
198,Business Management,BUSM 4805,20443,BUSM,4805,M02,Professional Business Practice,Lecture,-T-----,1430-1620,B027,Christa Giampa
199,Business Management,BUSM 4805,20443,BUSM,4805,M02,Professional Business Practice,Lecture,-------,-,WWW,Christa Giampa
200,Business Management,BUSM 4805,20444,BUSM,4805,M03,Professional Business Practice,Lecture,--W----,1230-1420,B254,Julie Hellmann
201,Business Management,BUSM 4805,20444,BUSM,4805,M03,Professional Business Practice,Lecture,-------,-,WWW,Julie Hellmann
202,Business Management,BUSM 4805,20445,BUSM,4805,M04,Professional Business Practice,Lecture,-T-----,1030-1220,B022,Christa Giampa
203,Business Management,BUSM 4805,20445,BUSM,4805,M04,Professional Business Practice,Lecture,-------,-,WWW,Christa Giampa
204,Business Management,BUSM 4805,20446,BUSM,4805,M05,Professional Business Practice,Lecture,M------,1430-1620,B245,Lucinda Atwood
205,Business Management,BUSM 4805,20446,BUSM,4805,M05,Professional Business Practice,Lecture,-------,-,WWW,Lucinda Atwood
